Sentiment,Tweet
0,I hate it when I have to sacrifice sleeping hours  #fb
1,@DavidArchie Hi Archie! All of your fans in the US are waiting for you there!  Have a safe flight back to US!
0,@ambroseray chipotle sounds good. Dnw sundae calories  ugh I just know I will be annoyed by w/e she says
1,"@S_Dierwechter Hahaha, and we provide the pension plan "
1,Good  morning! Just went to bed it feels and already morning...goes fast! Now i am going to the gym soon. Have a nice day! 
1,@teaemporium Thanks! 
0,I love being nice and people using me ha get the fuck out or cheer me up 
0,It's 10 pm and i'm still working on job apps. My hand hurts from typing and writing. Someone text meee! 
0,"@jackkeller oh man.. a week before the wedding? OUCH  that's awful! well, all bad leads to good.  I'm hopeful!  thanks for the kind words!"
1,buying frequency tickets today....off to shopping city- back later 
1,Head to toe - eric roberson . Loveee it 
0,I broke curfew 
0,wishing i can watch mtv movie awards... 
1,@drummeroy nice new name  how you holding up?
1,welcomes my nephew to the christian world. 
1,"Praised the lord, now fellowship with loved ones!!! Rockband with the lil bro.. holla at you guys in a bit "
1,"A brief rain shower this morning, but the weather is clearing nicely just in time for me to leave Brighton. Last night's gigs were great "
1,"going to phish tomorrow night at the fox, should be fun....  "
0,@Aryn21md haha for some reason it's not letting me upload pics! ima keep trying even if it takes all night 
0,Lol. Can you tell it's late? Lol. Forgot tomorrow was there.  I wanted to say it for Friday and Saturday - cool and rainy. 
0,@alexisamore it's been alright thanks although the weather sucked today 
0,"about to fall asleep because since i've been waking up at 7 every day, i can't seem to sleep past then even on my days off "
0,i have a cold  try my best to fight against it but i think i'll lose
0,is fed up   x
1,(@Amman_Kifle) Oh snap!  Skittles! Lol thanks Brandy 
0,Uhhh. I hate being sick. especially before graduation. 
0,She's like a little kid lmao! // hmmm I can't believe u didn't like teachin. I feel that way bout being a nurse  @teebaby89
1,"well, got it out on mcwneks.com "
1,Watching my little sister's swimming gala. She's won two races already 
1,Shall we? @sheryonstone  ? http://blip.fm/~740k1
0,Who knew there were freaking coyotes in Capitol Hill?! RIP Kitten 
0,@squarespace I'm losing hope of ever winning  *sigh* but guess it's not all gone since I'm going to try again! #squarespace
0,"@lightwarrior179 Its rumoured not to have it. All digital they say.. but even then.. battery life is poor,even when not using it to play "
0,Oh my gosh this is SO sad 
0,7 history jotters to revise from    boo
1,Don't kill anyone!  I told them to call you!! 
1,"@florinda_3rs  I understand  I get frustrated, too.  I did a mega ARC giveaway a while back to get rid of some unsolicited  ARCs!"
1,@jsmithready there'd better be a package in there for me! 
0,@nakaori I went to Utilities-&gt;DiskUtility to Erase the HD. Then did the Darwin_Boot thing. But still it can't find a bootable drive 
1,Last historic Hubble space walk beginning now! The most glorious images imagineable. Happy!  Track @NASA tweets! #STS125 nasa.gov
1,Morning! I'm going to the S.P.A. We're gonna buy a little dog!  x
0,"Max showed agression a few minutes ago =/ He wouldn't get out of my room and I tried to get him out, but he got mad at me and bit me "
1,@RealHughJackman That would be awesome and very sweet if you did a duet with her 
1,@purpledaisybug - okey! good luck on that too! 
0,@MelissaTweets I had an iPhone almost 2 years ago but gave it up b/c ATT stinks EVERYWHERE I go. I had to have Verizon.  
1,@FluffyTheCat Your only thought is &quot;Meow&quot;...not &quot;World Domination&quot;?! Hope you don't meet MY cat then! 
1,I've published the April Issue and put it on the website  thegoodreadsmagazine.weebly.com
0,don't wanna go teach today.. i just wanna stay home finish up my gossip girl season 2 
1,"@KnowMeLoveMe nah it looks okay but if you see or saw something fishy, please let me know  LOL"
0,@safesolvent the iPhone's gotta wait until I use up my Koodo tab. *shakes fist* Got another year or two at least. 
0,@KeepinUpWKris  Hey Kris I'm french did you enjoy Monac ? In Paris weather is sad  Bisous
1,#followfriday Many thanks for the love  @bigdawg10 @avenueofthearts @labelladiva @linnetwoods @michaelheiniger @rleseberg @Follow_Steph
1,@chr15t14n  thanks.
0,can't find the remote 
1,The moral : put your dad in an asylum . Graduate HS and live the rest of your life as satan 
1,@stephiebabexx where you staying in manila? I wanna go to the spa too 
1,herbal essence  smells so good
0,chem regents in a couple of house. still not studying. extreme procrastination 
0,got hurt at work may 27th had to get surgery on June 8th 2 plates and 3 screws in my foot nice be off work 6-12 weeks on workers comp 
1,and were going to pune tomorrow 
1,Please follow @princesssuperc ! Ciara need followers 
1,"I really need my personal waking up person, I can't oversleep everyday. Also, good morning everyone "
1,a really fun day. my uncle's bday party was awesome. although i met strange people..but it was still fun.  &amp; now im tired.
0,@kissmybleep Dave = Abs? ows? HAHA I want his height  I`m so small! 5&quot;4!
0,@DemiMexicanFans .. petition to have Demi come to Mexico.. rightt? so sorry i forgot! 
1,@joledo   they're self-destructing again!
1,renewed my driver license without having to take the test and wait hours in line. Thaaaank youuuu uncle! 
1,Just got back from church. Praise Jesus! Haha i think ill go 2 the mall 4 a bit. 
0,4 points away from top 4 
0,@msJodiOdie its such a sad situation. Though 1-in-3 of us will be beaten. In US every 15 seconds &amp; 3 killed a day. It's sadly commonplace 
0,"@psionics I hope she doesn't get too skinny.  But yeah! Yowza!! It was a good episode.I hope they deal some of the problems I have, tho."
0,Ugh I hate working on a Saturday 
0,Twitter Noob Lonely 
0,At senior awards and sadly everything they are giving to us from plates tocups is all unrecyclable plastic 
1,@totalrapture Thanks for the tweet on advertising me!  I made a new blog post too! You're welcome to follow me too!
1,"@DavidArchie i've watched already 'Up', and it's awesome! "
0,i still only have 63 followers..........   the number stopped going up???
1,#FF @JillStanek because she made the Olbermann' &quot;caca&quot; list - impressive Jill! 
1,@TheRealJordin I just heard your song Battlefield. I love it! Great job on the track. 
0,is awake!! interview today so scared! i don't know what to wear and its cold and its raining  i wanted to go london tombs aswell
1,"Danced my butt off last nite, slightly hurting this am...attempting to go work out, lets see if this works!  "
0,@Itxi_Itx Not much fun for you then!   Do you think this not sleeping thing is catching?
1,@LeSombre Oh I was gonna bug you for an Avitaball'd pic that says 'don't steal bandwidth' for @craftastrophe.  if you feel like it.
1,@pingva besides. what if there were no BigBadaBoom? and 1.4*10e9 years is just a &quot;visible&quot; horizon of a non-linear space or something 
1,just finished playing Word Challenge at Facebook. got the CEO vocabulary. darn. i wanted to be a poet.. 
1,So i would say this weekend was the ultimate. But im pretty sure next weekend will dominate. I love may 
1,"Hello, Twitters!!!, i'm come back!!, jejejeje..., thanks for your twitts, i hope everyone feel good  i'm just here reading you again "
1,@heidi2524 thanks heidi! we're so glad you like it. It was a lot of fun to work on 
0,Off to go train....I have a tummy ache 
0,@BurninUp4UBabyy why are you depressed? 
0,croydon the morra for 3 weeks 
1,@kewiki A quik hello/goodmorning to you..have a great Monday! 
1,@sexiiscorp ahh good to have you back... I missed ya 
1,the show was so amazingg &lt;3 
0,@4wide - oh wait...you weren't &quot;asking&quot; sorry about that 
0,jst finished w/ my meal.i ddnt eat all of em.naw am goin back 2 my bed.&amp;still waiting...  whrru?
1,ok so i admit!!! i have a crush on u!!!!!!!  lol
0,"@lilymay I so totally agree with this. Problem is, I don't understand property well enough to do ANYTHING else while I'm flashcarding it. "
1,ohh yesss move up by 2  105. indianpad.com
0, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
0,I'm convinced my crackberry is whackberry...It's dead as a doorknob again. I had to move from Uber twitter to the web 
0,I have a busy week ahead of me now. Gotta wake up early tomorrow  I'm gonna transfer via SunAlertz. 
1,My headache is almost gone! Praise the Lord! Im still dizzy tho...but its all to the good  &lt;~Tay~&gt;
1,Getting ready for tonight 
0,shopping and lunch. Now I'm broke 
0,@yelyahwilliams http://twitpic.com/6u375 - i wanna see the new you!! but i cant see it 
1,@DebVaFOD ya know some of us moms just don't like the camera too much so we barely have any good pics of ourselves haha 
0,@RobertPattz  RobPattinson_ ....that's the real Robert Pattinson thats according to stephenie meyer its not nice to fool people 
0,glad to see pittsburgh got the shit kicked out of them in game 1. 3 MORE TO GO! ugh i cant believe im rooting for detroit 
0,It may not be until early next week until my AC at my house gets fixed! 
0,I can't get online tonight  x
0,OMG i have nuffin to do  this is not good
1,"Morning tweets, I went bed at 4:30 and finally just got up, looking forward to tonight though "
1,"Monday Monday, so good to me, Monday Monday, it was all I hoped it would be. Oh Monday morning, Monday morning couldn't guarantee.... "
1,Big Brothers on now 
1,@andysedlmeier i would have invited you but now i can't go caused by my eye  you could come with marco 
1,"@Button84 BUUTTTTOOON!!!!  long time, no tweet! What's up?!"
1,@gulpanag Hello there.. crying scenes today.. hmm.. so with the help of glycerin and some emotions ? 
1,@SomsStudio Your photos are really beautiful - and the consistency between them offers great brand recognition. Best is tiara headband. 
0,I'm  so tired 
0,"@t0ybreaker Tried Midway, can take an NWA 1-stop but it only saves $24   I can fly to Barcelona in Sept. for $298 but Chi-town is $378?!?"
1,Central Park run = 6 miles 55 minutes ... amazing experience  #NYC #glasgowhalfmarathon
0,"@RachBker Not too shabby; don't reload, so having trouble replacing ammo stock. "
1,"@joesentoso The Sound of Music, for sure  Sama Til We Meet Again.."
0,bossseeeennn... 
1,this is brilliant ha  http://tinyurl.com/cgccep
1,@Caraandclo a BACON sandwhich! LMAO!  + yes i am VERY werid 
1,has a coke 
0,bored. want it to be tomorrow. 
0,I wish I was at the MTV awards 
1,@Alyssa_Milano saw your boys every March in Florida ... Dodgertown ... good times!  
1,"@ShropshirePixie You mind that journey home now, wouldn't want you to get tuckered out "
0,"Ahhhh!! Worst news EVER. RIP players  all my chapel hill kids know what I'm talking about. Omg so sad, must go to sleep..."
1,"A-ha, my fox has come home "
0,just got attacked by a bird. it was scary 
0,heading to marching band in thirty minutes. i can't find any sunglasses! 
0,Having a bad day 
1,@dbldbl ahhahah... i don't even know if i used the word correctly LOL... my english language proficiency is not properly functioning 2day 
0,no new cavities and it's wonderful but the dentist said the chip i got from kickboxing might eventually fall out one day! 
0,Waiting on my cousins 2 get here...graduation started @ 2...they aint never on time 4 nothing!!! 
0,Got really sick today  text me later. Nap time
0,@laqueenbee ugh so have i but i havent been able to go to like any concerts of theirs or just any in general. but my teacher went to one. 
0,just cancelled our camping reservation. Lame.  Tho we might set up the tent in the backyard (if it doesnt pour) and make smores anyway.
0,@nikkibop @troykids i wish i could listen  but the service is 6 bucks a month to get it on my phone. 
1,Claudia is here.  I'm home 
1,&quot;don't eat more than 3 cause you'll not poop for a week! Trust me. I know! &quot; lol gotta love 2.5 men 
1,@winnyadriany because you're one of them.hahahah 
1,only 3 more exams to go 
1,@Sharanya well its common for people to always think the other way round 
1,Finally got myself a pack of menthol.  Forgot how good they are  bought 3 packs of lights on the ship (all they had of individual packs)
0,E-Mail: this just happened to me today!!  http://diddit.com/r/skkvmrf
0,WTF!! There's 2 parts to this homo~erotica!! @iamspectacular u shld have left the chains on to distract from the bird chest 
1,Gettin ice cream from mr.softy!!! 
1,You want good Sprint customer service? You go see @cliffordsound at 1604 &amp; Blanco RD. Great guy.  (via @sam_zone)
1,Had graduation rehersal today..tomorrow should be good 
0,The pups are up. Duck goes home with pops today &amp; Denka goes home with Aunt Kristi 
1,"@BleedingChaos I'm doing ok hun, quite good actually. And yes, you're amazing.  XX"
1,@Eighty4TheBoss hey precious  !
0, Oh great need to tidy my fucking room 
1,"Good night all... Just set this twitter thing up. I'm very new at this, but I expect it to come in handy. "
1,http://twitpic.com/6eq87 - My brother and his Girlfreind 
0,@vitamindw  I called it earlier.Knew it was coming.
1,Cant Wait!!!!!! 
1,@MontanaMonica Thank you...so he did have a telephoto   Very Nice....
0,last official OYMBA group run  http://dailymile.com/e/tAK
1,@Darkspyder86 Heh not there yet! This is only a bit of Cocoa and very heavy on Ruby 
0,going to play some gears of war 2 now after watching vettel win the british grand prix and button come 6th 
1,"can't wait to see paramore sunday!! i just finished the front of my shirt. i am stoked, to say the least!! "
0,Found it.. bloody iPlayer tho  hate that thing with a passion.
1,just turned from the foolery known as For the love of Ray J to the My Black is Beautiful special on BET.celebrating lovely blk women 
0,"I just got the new OS 3.0 upgrade for the iPhone and too many apps aren't working well, not too happy about the upgrade "
1,@skynnard Nah...only for people who weren't paying attention for the last 5 years 
0,My husband slept until 5:30 PM yesterday and stayed up all night and morning playing zombie games...let's just say I didn't sleep well 
1,@Tojosan I'm riding myself out to Wisconsin today 
1,"@RolfBabijn Yes, every Tues 7pm ET I interview an expert on www.SmartNetworkingRadio.com. Stop by anytime "
0,@SongzYuuup I'M NOT CALLING CUZ U WON'T EVEN TALK TO ME ON TWITTER  AND I'M IN LOVE WITH U
0,@Alt_Geek  it's a sad world isn't it.  Do they do jobs where u swim and drink all day? Something u should look into...
1,@grum Groundhog Day .. 10 points for me 
0,"Going to bed, to tired to watch end of movie "
1,@yenra Nothing like father-son quality time... I'm glad to hear you guys had a good time. 
1,@nerdious_dorkus Now they just need that hard drive accessory that lets me use any laptop hard drive and we'll be set. 
0,@ capo n town on the 4th  gotta work. .   r u still goin to the A ths mnth
1,"@KrisColvin well, then. That's cool. Since @sonnygill is asking for more video and I tend to be content-rich, I might break your rule "
1,helllerrrr whats good my twiggas? 
1,"Dee and Cathal are faggots  Cathal your not getting your shoes back , xxx"
1,Happy Saturday!! It's amazing here today! We're off to be tourists in our own city. 
0,Is at work this beautiful day. 
0,@thuhtha must be my connection then 
1,"@jodywisternoff &quot;tiesto and britney&quot;.. LOL.. at least it wasn't Paris Hilton asking for it, right? "
0,@nishitak every1 now has a cough n they blame me 4 tht 
0,@RealLamarOdom WAS? it's still hot right now! I'm dyyyyying over here in Northridge 
1,hope this weekend is great... 
0,@karriereKay being sunburnt is horrible 
0,rain rain go away ... no power 
0,Raining the last two days here?! 
1,having lunch with the fam nd trying to keep my eyes open with toothpicks...LOL!! 
1,@Gennita I'm pretty sure he wants to do that on a regular basis. 
1,@Shanna75 OOOH! What did you think?! 
1,i feel so good! damn better than yesterday 
0,Where do I file my white whine? My smartphone is being stupid 
1,"@Aussie_MateLC awww i see, i hope you do to "
1,Your voice is amazing !! @LisaLavie :http://bit.ly/1EtWG Keep representing Canada 
0,Yep I cried for the first time realizing that I hardly see Aidan anymore now that he's in daycare and I work late  I'm sad now
0,"@pprlisa Oh right, no show tonight for you.  Have an awesome time in Vegas! Do some November scouting, okay?"
0,Monica out AQ vs 44 against overall chip leader. Fours hold up. 
1,@NathanBallentin doesn't eat cheese on his burgers??? That may be un-American 
0,@phonescooper what was the headlline?  or did i miss the joke?  i'm slow today 
1,"almost forgot to tweet this!!! Cute boy, looks like cj baran, almost, 17, named nick from flo rida haha we danced   to shakira shakira! "
1,#WhyITweet coz i can 
0,My head hurts so bad right now. Dang allergies 
1,Gotta love Skype! Get to speak to and see my brother in Spain and my surrogate sister in Great Britain! 
1,Ohh don't worry I got kicked of of 3 sites because I sent more than 100 messages out in 10 minutes @Mr_Soft  http://twitpic.com/5etzr
0,@thesldude86 Shia i miss Even Stevens   .....
1,@ChesterBe Hectic dude I know but think about the nice ass you going to have. 
1,@IgnitionUK Sounds goood to me  But I'm proud of being weird! It's better than being normal so... but you can kick ass anyway 
0,Trying to do some work  Dam UNI!!!!
1,"@sarahceralvo lurk for charice, great singer and shes filipina, if u havent heard about her yet "
1,helped mom put together an outfit for a fundraiser shes going to tonight. nice to know she trusts my fashion sense  i hope she has fun.
1,@TheRealNobody Freaky fresh 
0,@MicHELLeYEAH Woo!! Will do  Poor Dan just got dumped!  I think you know how we classify people like that ;)
1,@dumilewis so you're a historian now? you damn public intellectuals will talk about anything! 
0,@mattg00d i hate it too. I wanna get to see you guys every summer. 
1,is very very sleepy and hungry. mammi bought çè²´å? (chao gwai diu) for me  yeahhhh! 
1,@techsassy Gotta keep your priorities straight 
1,@hweirdo better had got me something from the mall.. 
1,Today's show should be interesting.  Hope I don't pass out in the lot. 
0,"@mugglemama Aw, sorry to hear that. "
1,@mclorna Look like its a Bonnie Tyler number for you on Friday then 
1,"@bradyjohnson Since the Bulls are out, any team except the Lakers is ok with me "
0,now he's really gone. R.I.P. 
0,@ELLEohhELLExxx why can't you go see nicky in dc? 
1, i like you more
0,@ninjamony you think I look like a ZOMBIE!  I'm crushed.  You don't have to support it if you don't want to.  I understand 
1,Waking up to Laura Veirs. Not bad. 
1,Just went home for 20 minutes to grab some clothes and try and figure out the new flash. Now off to eat with family and friends 
0,Now i want Amanita  ...someone made me feel unliving.
0,"@Brandystrippers OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx"
0,I poured my cereal before I realized I'm out of milk.  Boo.  
1,"@fer_nkotb Hi, darling! Have a wonderful Sunday yourself! "
0,Is not looking forward to work tomorrow 
1,@chcoz @ labete Are you guys coming to Fight Camp? 
1,i love 3OH!3....  and this. im glad things are getting easier...
0,@guyoseary you can't imagen how much WE're wating to meet u!!! and if we'd meet.. will you give us an autograf?) M certanly wouldn't  ;)
0,@Labanya_x3 aw that sucks 
0,I'm sure this will be one of the hardest things I'll ever have to face.... Ugh.... 
0,need some good luck thoughts have a   check up at the dentist later this morning   it can't only be me that hates seeing them ?
0,@thepresidentJx3 no one ever gave me the info I'm sad 
0,@djksly Very doubtful 
1,@soicyboyent Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,I mis old times 
0,@alexcashcash I'm sorry  hope u feel better
1,@Restrictor yeah let's have alcohol sponsor a car race - never really understood that one - &amp; BTW Crown Royal is nasty 
1,@ohcuppycakes @passi0n thank you!! 
0,i miss colin already 
0,Wish I had my laptop today 
1,Okay NOW I'm really going to bed.... Knight all and I will be having NKOTB dreams 
1,@SusanaKennedy Hi Susana! There is a little more to it than that  This info may be of help http://bit.ly/wrfYd
0,"@mistresspolly Terminator gets pretty good... the last season ended on a cliff hanger, so I'm annoyed they cancelled it "
0,hates revision....and exercise! Would much rather be sitting around all day watching telly eating cake  xoxo
0,Ok my cable is finally back on but i still have no internet 
1,Hey guys sorry last nights pic with debby ryan was tiffany thornton not katelyn tarver  check out our event coverage on the site now!
1,@Pauly666 Ignoring you! 
1,@carolemoyes Lol Exactly! Dont worry we can have intellectual debates on here &amp; all will be well  BB debates to follow xxx
1,Check out my new SUPER NINJA!   http://bit.ly/s3N6t
0,@Kavem4n but there is no endurance run this week 
0,@EMPTYJUICEBOXES   remember this:  everything ALWAYS has a way of working itself out.  Think POSITIVE Empty J.  HUGS
1,Is home from work! and eating Paella! 
0,Another Beautiful day!! Loving the Sunshine! Medical stuff tomorrow  not so happy about that...
0,"@STHUDGENS  I'm so sorry for you. I don't know, how people could be so cruel.  'Can't believe that some guys are so.. *peep* ;)"
1,had a chill day once again. 
0,"Baby cousin is sleeping, now I have no one to play with  wake up kynnedy..!!"
0,"@gwiazda sounds good...I'd love a lie in, but taking hubby to work means its the same old same old every day apart from Sunday "
1,journalism again...&gt;_&gt; i forgot my flashdrive...AGAIN...TT_TT but i drew an AWESOME picture today!  wish me luck on typing my articles!!
0,I do the test and now I am relaxing but on Friday I have other test 
0,"@vicki_xx :O really  well if u want, we can go 2gether next yr?"
0,"@nottypooch darn, must just be me!  "
1,Beer batter's good though 
0,@jfinik fabulous. ahh i just realized ur not gonna be in astro tomorrow  boooo! how is/was the lawgov studying?
0,"@JonMcClure saw that insert you did on This Week last week!  You're spot on, feels like Labour forgot about us  power to the people!"
0,"Saw a loose dachshund on the way to work. Had tags, would not let me catch him and ran where I couldn't get to.  Also forgot work badge."
1,"@tanyaashwood Thank you for the retweet! I'm a little late, but it's much appreciated.  What about you, thoughts on stagefright?"
0,Service and tyres came to ï¿½350!That's most of my bonus gone then! 
0,lets go nuggets!!! its not lookin 2 good 4 them 
1,"@joshjackson thats almost as awesome as when &quot;The Ben's&quot; (Lee, Folds &amp; Kweller) got together "
1,@firstdogonmoon  What is it my grandmother used to say? 'There there. Have a Bex and a lie down. There's a good boy. 
1,"bedtime soon.  @chrishasboobs, just so you know i am obsessed with your youtube videos."
1,@sociaIIyawkward - nah it was good ! nicely written miss 
1,@JonathanRKnight @dannywood  I really don't think u guys care 2 much but my bday is 2morrow a bday wish from u would be nice 
1,@KeNnEdYSoBomB  U need to Have A Seat Ashanti all day.   U can't keep her name out ur mouth I See  
1,@cometbus you should really read your tweets before you push send because they never make any sense. Tweet spell check 
0,internet is painfully slow. have a test everyday this wk 
0,Watching CSI:Miami since I'm poor to enjoy life right now. 
1,@tilgovi an XMPP API would be cool. I wonder if there's a market in providing a proxy XMPP api for them? 
1,feels like taking her camera to the top of a mountain 
0,@deleonthegreat oh i didnt hear the remix .. i love to sing that song it makes me cry sumtimes  lol
0,i dont have reception  and leo is right here watching tv........awwwww lito im sorry i told u its scary
1,"My mom won me a box of scented candles at a bridal shower, how nice "
0,"I can barely hold myself up on my legs, but I guess I have to go and write my exam "
0,"@tommcfly why did you not say hello on the hotel Sheraton,RJ? fans there stayed disappointed, i know that not your fault,but just a hello "
0,American eagle didn't have my size 
0,"Major ulcer on my bottom lip on the left , theres a hole in it , and what's even worse , i bit on it  // i got karma from @sandyvaginaa"
1,@cbdesigns I like stories with depth and maybe a bit of sadness...with redemption at the end. 
1,@sovietkiki I still plan to go to uni next year (3 years late -_-) but 3 years work experiance will probably be good 
1,@tommcfly What made you crie? 
0,"@thehogshead ah, see, I don't drink those... Warm beer usually means dark beer which usually means I won't like it  Wheat Beer FTW!"
0,Snow is going away and it probably won't come back in the morning 
0,"Ouch. Seriously, I knew it was coming and didn't expect it to hurt, but it hurt....a whole fucking lot. "
0,I can spend most of my session life time on studyin mr. Fs classes  but never pass d exam on time.I always fail 
0,@SinnamonS @TroublemakerSup @AllTayo @vichick @odara112 @notorious1 @theflygirl @cia_baby @shercole why I gotta be in the corner 
1,holy shit!  GE restaurant celebrates it's one year anniversary this weekend!   gonna go buy a &quot;paper&quot; gift to give myself 
0,Possibly no longer taking trips to NYC or LA this summer. eep! 
0,@ThePaulaCreamer. I really want you to win tomorrow Paula !   its a very bad thing i can't go 2 Ixtapa 2 see you playing  I'm in Mx City
0,@Nkotbahamas2009 the size was why I didnt get one too! @NKOTB also with the I SURVIVED THE NKOTB CRUIRE Ts 
1,I am really tired and have to wake up early for school tomorrow! Have an awesome night everyone!  I will tweet away tomorrow as always! &lt;3
0,one month... imissusofuckingmuch  &lt;3
0,@patlike Eating things from the floor or cooking the wife? Game my kids played the other day: 'You be Adolf Hitler and I'll shoot you'. 
0,"@Laurabear09 Thank you, it is a dark dark day, they are such liars "
0,@ieatsnowmanpoop cuz this is just my practicum. A 2.5 month placement as part of my graduating requirement... 
1,"@tommcfly Aha, lucky for both of you! lol. Have fun  x"
0,I hate being sick my throat hurts and Im starvin 
0,I could really use a good night sleep. I wish I knew what to do about my girlfriend 
0,editing the rest of the video logs before shani goes home. Tour done  amazing while it lasted
1,We've also had Tillie the cat for 9 years today 
0,"IT'S BACK. Ressurected from it's watery grave, the laptop (which has been a pain since i got it) won't die. I was hoping for a new one "
1,Will be Cebola in tha house? 
0,@hannahherpesxx isn't responding to her texts 
0,needs to earn some cashh(: cannot wait until tomorrow.i wana see my boy 
0,"Gonna start my new design tomorrow, want to get money to get clothes printed  why do i have to be poor ! &gt;:["
1,@younggunsuk I have just per-ordered the EP! 
1,Won a $200 Ivy Spa package at the i612 event! Thanks Baby Center 
0,"No Friday Twitter Bible Trivia Winners   The correct answer is C)Junia Rom16:7. Well, donât go astray..thereâs always today! Try again.."
0,Feeding Anderson again.  Got up three times last night.  This is not fun  I am exhausted......
1,Iron Maiden â The Trooper.  ~Requested by~ @23graeme23  Always a pleasure to fulfil a great request!   â« http://blip.fm/~7sskp
1,"@gina_bruno, welcome to Twitter! Might want to follow: @washingtonian, @robdyrdek, @sportsguy33, @cnnbrk, @redsoxgame, @premiumoutlets  "
0,Sunday.. what a boring day 
0,is not in a good mood. 
0,listening all time low-remembering sunday . it's such like my own story. i almost crying hear this 
0,Feeling sorry for Short Boy today...both @bwoj &amp; I are heads down working...has to be by himself. At least he can do that well 
1,@Robert_Houdin blind faith. Thats a crack-up 
0,@Btica Or Something. There Goona start cuttin back on them pretty soon. I feel for the kids who don't have computers at home 
0,"wants the meds to kick in, knock me out and stop crying "
0,"Usually when I have dreams and tell people about them, they don't happen. So how come my accident dream came true tonight? "
1,Sailing away on the New York fairies  beautiful day
1,"@Eltah Thank you doll face, i am glad you liked my jokes  It's great to see people laughing and having fun on here!"
0,"@mama_abbie dang, that sucks "
1,@aravindkumar yeah sadly yes we have power 
0,I wanna go for a walk... But i really should eat something... But i feel like wayyy sicky  so i dunno if i can.
1,cannot wait til the summer 
0,@alwayskatharine  It works for me... Maybe it's just you? [I mean that in a caring way.]
0,I cant believe its possible 2 be this bored. 
1,@annajyu that blog is lovely. nice find! 
1,@KathyHadley we're glowing from all the love  Thank you thank you thank you thank you did we say thank you? oh yes thank you thankyou!
1,@adlyvelasco Guess you've really got to; can't wait to check  out your next blog 
1,w00t hackbook supports my Marvel Yukon built in ethernet card  10.5.7 ftw!
0,Ooohh E! News. The headlines look shit but there's nothing else on 
1,@Vanessa_Wolfe Uncle Em got these for you.he really hopes you like them He picked them out himself http://is.gd/LWNS and http://is.gd/LWS1
0,"workin' too much,tired "
0,@jordanknight tink for me @10 am too! When do u leave for the tour? Another beautiful day here in MA but I have 2 work @ bugaboo tonight! 
1,"@lancearmstrong it's good to see old guys like you tear it up, it inspires older guys like me to do the same "
0,The Magic couldn't hang with the Lakers tonight     Hope they make a series out of it - at least 6 games
0,Oh boy i love hanging out with old people i dont know. Im driving so i cant even get inapproiately wasted. 
0,ok i dont think the direct deposit worked  ha... time to watch tv..
1,"@meganhilton Megan, i think im starting to get this, although im really confused about it still. But i understand how comments work now "
0,I'm out of my drink 
1,@FleaFlyFloFun hehe my fren lynn applied for us. see u guys in june!  @misscarnival will be there! woohoo! 
1,just saying hi from Budapest 
0,Knew this wasn't a good-news day. 
1,@clareh83 that would be lovely 
1,"Hey everyone, come and follow @MissKellyO She's awesome and the only person I know who has almost all of her family on Twitter. "
1,thank you and bye bye SaMo. We will definitely be back.  Hollywood here we come 
0,"@tommcfly OMGhow hot was it last night  , i fancied that coke that came with pizza lol,  tbh i think every1 did"
1,@Gevyjonas Haha thnk u recon its crap :s Haha kates sorry boutt getting tom pissed at u i think...? LOL but toms a kool kiddo 
1,"Looking forward to this evening, I'll go and choose my new glasses "
1,Going to the lake today...  fun times!
0,feeling alittle out of the loop 
0,my internet sucks right now  but i'm playing fallout 3!
1,Be vigorously aware of what you have...   the small things in life are great!  plus theres so many of em!  (via @RevRunWisdom)
1,Back we go for another week of work. Organized more leave for music shows  only a couple more days of midnight shifts
0,@NinjaFanpire  That doesn't sound promising at all
1,@darrelld23 she's so pretty!! and i kinda like her and spock 
0,"It takes a lot to get me angry and I cool off quickly. But, I do not like people who try to step up by putting down someone else.! "
1,i'm back!!! i know it's 3 o'clock in the morning but i'm back like i promised 
0,I've been told that this injection into my spine at the nerve root *should* relieve the pain. If it doesn't I may need surgery 
1,"http://twitpic.com/7gdsz - Was out shopping a few days ago, and this is what i got "
0,@monnie so... when are you coming to clean our windows? 
0,this summer is kinda oring with b 
1,So....that's higher business management over and done with. Unless of course I fail and redo it 
0,I have Short Legs Long Pants Rainy Day Syndrome. 
0,just watched the biography of Freddie Mercury. soo sad! he died 4 days after I was born. I cried. 
0,@alyssabuonagura josh's party. I was stupid and left it on a table and next thing i know it was gone 
0,LOVES my nanny family and is so sad they are moving back to Denver 
0,oof. I very suddenly got a very bad cold today. 
0,onto more horrible revision today. i just want exams to be over! 
0,"Found my passport, although I'm not going anywhere "
0,Everyone is turning against me 
0,is feeling so ill 
0,I'm already sick of work. 
0,Like shattered glass...  tomorrow = school  NOOOO! 
0,why am i awake? 
0,@itsdemo yea.. i no ..but still   kutner was awesome !
0,"tired, and totally ready for the bed, been such a long day. And tomorrow, a even longer one, photosession, oh my gash "
1,@katyperry give it a few mins  it takes a little bit.
1,@David_Mg hey go on msn! 
